Unnamed: 0,Santali,English,Hindi
58625842,"ᱜᱳᱞᱚᱠᱫᱷᱟᱸᱫᱷᱟ ᱠᱟᱴᱟᱠᱳᱢᱵᱽ ᱨᱮ, ᱠᱚᱪᱞᱚᱱ ᱟᱱᱟᱜ ᱧᱩᱛ ᱩᱱᱤ ᱴᱷᱮᱱ ᱦᱮᱡᱽ ᱠᱟᱛᱮ ᱵᱚᱛᱚᱨᱮ ᱥᱤᱨᱡᱟᱹᱣᱼᱟ ᱾","In the labyrinthine catacombs, the oppressive darkness seemed to close in on her, instilling terror.","भूलभुलैया जैसी कैटाकॉम्ब्स में, दमनकारी अंधेरा उस पर छाता हुआ प्रतीत होता था, जिससे आतंक भर जाता था।"
58635842,ᱟᱞᱮᱭᱟᱜ ᱥᱩᱨ ᱥᱩᱯᱩᱨ ᱨᱮ ᱡᱟᱹᱥᱛᱤᱜ ᱠᱟᱱ ᱠᱟᱹᱭ ᱨᱮᱭᱟᱜ ᱦᱟᱨ ᱥᱟᱱᱟᱢ ᱠᱚᱜᱮ ᱟᱹᱰᱤ ᱜᱟᱹᱦᱤᱨ ᱵᱚᱛᱚᱨ  ᱜᱮᱭ ᱥᱤᱨᱡᱟᱹᱣ ᱛᱟᱠᱚᱣᱟ ᱾,The escalating crime rates in our neighborhood fill everyone with deep apprehension.,हमारे पड़ोस में बढ़ती अपराध दर हर किसी को गहरी आशंका से भर देती है।
58645842,ᱵᱟᱝ ᱥᱟᱨᱤᱭᱟᱜ ᱜᱟᱯᱟᱞᱢᱟᱨᱟᱣ ᱤᱫᱤ ᱠᱟᱛᱮ ᱵᱟᱝ ᱠᱩᱥᱤᱭᱟᱜ ᱞᱮᱠᱟᱱ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱵᱮᱱᱟᱣ ᱠᱚ ᱩᱱᱠᱩᱣᱟᱜ ᱠᱟᱹᱢᱤ ᱨᱮ ᱞᱟᱹᱭ ᱞᱟᱹᱜᱤᱫ ᱮ ᱩᱫᱽᱜᱟᱹᱣ ᱞᱮᱫ ᱠᱚᱣᱟᱭ ᱾,The unease about negative reviews motivated the filmmakers to refine their work.,नकारात्मक समीक्षाओं को लेकर बेचैनी ने फिल्म निर्माताओं को अपने काम को और बेहतर बनाने के लिए प्रेरित किया।
58655842,ᱠᱟᱹᱣᱰᱤ ᱟᱹᱨᱤ ᱟᱱᱟᱴ ᱤᱫᱤ ᱠᱟᱛᱮ ᱚᱵᱷᱟᱵᱽ ᱨᱮᱭᱟᱜ ᱚᱡᱮᱛᱮ ᱢᱤᱫ ᱵᱟᱨ ᱡᱳᱨᱥᱩᱢᱟᱹᱱᱛᱤ ᱵᱚᱱᱫᱮᱡ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾,The unease about an economic crisis led to a series of emergency measures.,आर्थिक संकट की बेचैनी ने आपातकालीन उपायों की एक श्रृंखला को जन्म दिया।
58665842,ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱵᱤᱨᱤᱫ ᱤᱫᱤ ᱠᱟᱛᱮ ᱦᱤᱫᱤᱡ ᱟᱭᱩᱢᱟᱹᱱ ᱵᱚᱱᱫᱮᱡ ᱨᱮ ᱥᱚᱨᱠᱟᱨ ᱟᱜ ᱜᱚᱴᱟᱵᱩᱴᱟᱹ ᱠᱚ ᱮᱥᱮᱨ ᱞᱮᱫᱟ ᱾,Apprehensions about civil unrest influenced government decisions on law enforcement.,नागरिक अशांति की आशंकाओं ने कानून प्रवर्तन पर सरकारी निर्णयों को प्रभावित किया।
58675842,ᱟᱭᱢᱟᱜᱟᱱ ᱟᱭᱴᱮᱢ ᱨᱮᱭᱟᱜ ᱠᱚᱢ ᱤᱫᱤ ᱠᱟᱛᱮ ᱚᱵᱷᱟᱵᱽ ᱨᱮᱭᱟᱜ ᱚᱡᱮᱛᱮ ᱜᱷᱟᱹᱞ ᱚᱠᱛᱮ ᱠᱤᱨᱤᱧ ᱨᱮᱭᱟᱜ ᱞᱟᱹᱞᱤᱥ ᱦᱳᱭ ᱞᱮᱱᱟ ᱾,The unease about a shortage of essential items led to panic buying during crises.,आवश्यक वस्तुओं की कमी की बेचैनी के कारण संकट के समय घबराहट में खरीदारी (पैनिक बाइंग) हुई।
58685842,ᱵᱤᱨ ᱨᱮ ᱥᱟᱺᱜᱤᱧ ᱠᱷᱚᱱ ᱛᱟᱹᱨᱩᱵ ᱠᱚᱣᱟᱜ ᱵᱚᱛᱚᱨᱟᱱᱟᱜ ᱦᱟᱺᱰᱨᱟᱹᱣ ᱤᱧᱟᱹᱜ ᱡᱟᱝ ᱠᱚᱨᱮ ᱥᱤᱨᱥᱤᱨᱟᱹᱣᱮ ᱡᱟᱱᱟᱢᱮᱫ ᱛᱟᱦᱮᱸᱜ ᱾,"The distant, haunting howls of wolves in the wilderness sent a chill through my bones.",जंगल में भेड़ियों की दूर से आती डरावनी चीखों ने मेरी हड्डियों में सिहरन पैदा कर दी।
58695842,"ᱧᱩᱛᱟᱹᱛ ᱡᱚᱠᱷᱚᱱ ᱵᱤᱨᱮ ᱮᱥᱮᱫ ᱠᱮᱫᱮᱭᱟ, ᱩᱱ ᱫᱚ ᱤᱧᱟᱹᱜ ᱢᱚᱱᱮ ᱵᱟᱝ ᱵᱟᱰᱟᱭ ᱟᱱ ᱟᱥ ᱥᱮᱫ ᱮ ᱧᱤᱨ ᱮᱱᱟᱭ ᱾","As darkness enveloped the forest, my heart raced with anticipation of the unknown.","जैसे ही अंधेरे ने जंगल को घेर लिया, अज्ञात की प्रत्याशा में मेरा दिल तेजी से धड़कने लगा।"
58705842,"ᱵᱚᱛᱚᱨᱟᱱ, ᱵᱷᱩᱛᱟᱱ ᱪᱤᱱᱦᱟᱹ ᱠᱚᱫᱚ ᱪᱟᱸᱫᱚ ᱟᱜ ᱢᱟᱨᱥᱟᱞ ᱨᱮ ᱯᱷᱮᱰ ᱞᱮᱱᱟ, ᱡᱟᱦᱟ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱥᱠᱯᱠᱴᱚᱨᱟᱞ ᱳᱣᱟᱞᱴᱡ ᱠᱟᱱᱟ ᱾","The eerie, ghostly apparitions danced in the moonlight, a spectral waltz of the damned.","चांदनी में अजीब, भूतिया आकृतियां नाचीं, शापितों का एक भूतिया वॉल्ट्ज।"
58715842,"ᱟᱠᱟᱵᱟᱠᱟᱣ ᱛᱮ ᱯᱮᱨᱮᱡ ᱯᱷᱟᱥᱟᱨᱼᱯᱷᱩᱥᱩᱨ ᱨᱮᱭᱟᱜ ᱟᱲᱟᱝ ᱚᱱᱟ ᱵᱷᱤᱛ ᱠᱷᱚᱱ ᱦᱤᱡᱩᱜ ᱠᱟᱱ ᱞᱮᱠᱟ ᱵᱩᱡᱷᱟᱹᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸᱜᱼᱟ, ᱢᱤᱫ ᱵᱚᱛᱚᱨᱟᱱ, ᱵᱟᱝ ᱞᱟᱹᱭᱚᱜ ᱞᱮᱠᱟᱱ ᱠᱳᱨᱟᱥ ᱠᱟᱱᱟ ᱾","The unsettling whispering voices seemed to come from the very walls, an eerie, inexplicable chorus.","अशांत फुसफुसाहट वाली आवाजें दीवारों से ही आती हुई प्रतीत होती थीं, एक भयानक, अकथनीय कोरस।"
58725842,ᱵᱚᱛᱚᱨᱟᱱᱟᱜ ᱪᱚᱞᱚᱛ ᱪᱤᱛᱟᱹᱨ ᱫᱚ ᱱᱩᱱᱟᱹᱜ ᱵᱚᱛᱚᱨ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱡᱮ ᱤᱧ ᱫᱚ ᱟᱭᱢᱟ ᱫᱤᱱ ᱫᱷᱩᱨᱤᱭᱟᱹ ᱵᱟᱹᱧ ᱡᱟᱹᱯᱤᱫ ᱫᱟᱲᱮᱭᱟᱫ ᱛᱟᱦᱮᱸᱱᱟ ᱾,The horror movie was so terrifying that I couldn't sleep for days.,हॉरर फिल्म इतनी भयानक थी कि मैं कई दिनों तक सो नहीं सका।
58735842,"ᱵᱟᱨᱦᱮ ᱨᱮ ᱦᱩᱰᱩᱨ ᱵᱤᱡᱞᱤ ᱥᱟᱰᱮᱭᱮᱱᱟ, ᱟᱨ ᱤᱧ ᱫᱚ ᱛᱷᱟᱨ ᱛᱷᱟᱨᱟᱣ ᱟᱛᱮᱫ ᱤᱧᱟᱜ ᱠᱚᱢᱵᱚᱞ ᱞᱟᱛᱟᱨ ᱨᱮᱧ ᱵᱚᱞᱚᱭᱮᱱᱟ ᱾","The thunderstorm raged outside, and I covered under my blanket, trembling.","बाहर आंधी-तूफान गरज रहा था, और मैं कांपते हुए अपनी चादर के नीचे छिप गया।"
58745842,"ᱠᱩᱧ ᱫᱟᱜ ᱨᱮ ᱟᱪᱠᱟᱜᱮ ᱵᱷᱩᱛᱟᱹᱦᱟ ᱢᱮᱫᱦᱟ ᱨᱮᱭᱟᱜ ᱩᱯᱮᱞ, ᱟᱞᱮᱭ ᱵᱚᱛᱚᱨ ᱚᱪᱚ ᱠᱮᱫ ᱞᱮᱭᱟ ᱾",The sudden appearance of a ghostly face in the wellwater left us horrified.,कुएं के पानी में अचानक एक भूतिया चेहरे के दिखने से हम भयभीत हो गए।
58755842,ᱟᱪᱠᱟᱜᱮ ᱟᱹᱨᱥᱤ ᱨᱮ ᱵᱷᱩᱛᱟᱹᱦᱟ ᱪᱤᱛᱟᱹᱨ ᱨᱮᱭᱟᱜ ᱩᱯᱮᱞ ᱫᱚ ᱵᱚᱛᱚᱨᱟᱱᱟᱜ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,The sudden appearance of the ghostly figure in the mirror was terrifying.,आईने में भूतिया आकृति का अचानक दिखना भयानक था।
58765842,ᱵᱤᱨ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱵᱷᱩᱛᱟᱹᱦᱟ ᱫᱷᱚᱨᱚᱢ ᱴᱷᱟᱶ ᱨᱮᱭᱟᱜ ᱱᱚᱶᱟ ᱵᱷᱚᱲᱚᱠ ᱫᱚ ᱫᱷᱚᱨᱚᱢ ᱥᱟᱸᱜᱷᱟᱨᱤᱭᱟᱹ ᱠᱚᱣᱟᱜ ᱧᱮᱱᱮᱞ ᱨᱮᱭ ᱫᱤᱜᱫᱷᱟᱹ ᱚᱪᱚᱭᱮᱫ ᱠᱚ ᱠᱟᱱᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,The rumor of a haunted shrine in the forest made pilgrims hesitant to visit.,जंगल में एक भूतिया मंदिर की अफवाह ने तीर्थयात्रियों को वहाँ जाने से झिझकने पर मजबूर कर दिया।
58775842,ᱧᱤᱫᱟᱹ ᱵᱮᱲᱟ ᱢᱩᱱᱫᱤᱞ ᱨᱮᱭᱟᱜ ᱫᱮᱭᱟᱞ ᱨᱮ ᱵᱮᱼᱥᱚᱱᱚᱛ ᱦᱚᱲ ᱩᱢᱩᱞ ᱠᱚ ᱮᱱᱮᱡ ᱞᱮᱫᱟ ᱾,The ominous shadows danced on the temple walls at night.,रात के समय मंदिर की दीवारों पर अशुभ परछाइयाँ नाचती थीं।
58785842,ᱯᱩᱨᱱᱤᱢᱟ ᱥᱮᱡ ᱟᱛᱳ ᱦᱚᱲ ᱠᱚᱣᱟᱜ ᱢᱤᱨᱞᱩᱝ ᱠᱚᱭᱚᱜ ᱢᱤᱫᱴᱟᱝ ᱢᱟᱨᱮᱱ ᱵᱚᱛᱚᱨ ᱨᱮᱭᱟᱜ ᱪᱤᱱᱦᱟᱹᱭ ᱥᱚᱫᱚᱨᱼᱟ ᱾,The villagers' nervous glances at the full moon hinted at an age-old dread.,पूर्णिमा के चांद पर ग्रामीणों की घबराई हुई निगाहों ने एक सदियों पुराने डर का संकेत दिया।
58795842,ᱦᱚᱭᱵᱷᱟᱨᱰᱩ ᱚᱠᱛᱚ ᱟᱪᱠᱟᱜᱮ ᱵᱤᱡᱞᱤ ᱨᱮᱭᱟᱜ ᱟᱱᱟᱴ ᱟᱰᱮᱯᱟᱥᱮ ᱮᱞᱟᱠᱟ ᱠᱚ ᱧᱩᱛ ᱟᱨ ᱵᱟᱝ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱱᱟᱜ ᱮ ᱦᱩᱭ ᱚᱪᱚᱭᱟ ᱾,The sudden power outage during the storm plunged the neighborhood into darkness and uncertainty.,तूफान के दौरान अचानक बिजली गुल होने से पड़ोस अंधेरे और अनिश्चितता में डूब गया।
58805842,ᱪᱟᱸᱫᱳ ᱜᱟᱱᱦᱟᱜ ᱚᱠᱛᱚ ᱡᱟᱦᱟᱸ ᱧᱩᱛ ᱯᱷᱮᱰ ᱦᱮᱡ ᱞᱮᱱᱟ ᱚᱱᱟ ᱫᱚ ᱟᱞᱮᱭᱟᱜ ᱟᱹᱲᱤᱥᱛᱮ ᱯᱮᱨᱮᱡ ᱟᱠᱟᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,The darkness that descended during the lunar eclipse filled us with unease.,चंद्र ग्रहण के दौरान छाए अंधेरे ने हमें बेचैनी से भर दिया।
58815842,ᱦᱚᱭ ᱨᱮᱭᱟᱜ ᱟᱪᱠᱟ ᱦᱩᱫ ᱦᱩᱫᱟᱹᱣ ᱥᱟᱰᱮ ᱡᱟᱱᱞᱟᱠᱚᱭ ᱟᱞᱜᱟ ᱪᱟᱵᱟᱞᱮᱫᱼᱟ ᱟᱨ ᱟᱞᱮᱭᱟᱜ ᱵᱟᱹᱲᱤᱡ ᱪᱤᱱᱛᱟᱹᱭ ᱵᱟᱲᱦᱟᱣ ᱞᱮᱫ ᱛᱟᱞᱮᱭᱟ ᱾,"The sudden gusts of wind rattled windows, heightening our anxiety.","हवा के अचानक झोंकों ने खिड़कियों को खड़खड़ा दिया, जिससे हमारी चिंता बढ़ गई।"
58825842,ᱦᱚᱭᱦᱩᱰᱩᱨ ᱚᱠᱛᱮ ᱟᱪᱠᱟ ᱠᱟᱨᱮᱱᱴ ᱨᱮᱭᱟᱜ ᱟᱱᱟᱴ ᱟᱞᱮᱭ ᱞᱮᱵᱲᱮᱡ ᱟᱨ ᱵᱮᱜᱟᱨ ᱜᱮᱭ ᱟᱴᱠᱟᱨ ᱚᱪᱚ ᱞᱮᱭᱟ ᱾,The sudden power outage during the storm left us feeling vulnerable and isolated.,तूफान के दौरान अचानक बिजली गुल होने से हम खुद को असुरक्षित और अलग-थलग महसूस करने लगे।
58835842,ᱚᱴᱟᱜᱚᱜ ᱠᱟᱱ ᱥᱟᱠᱟᱢ ᱠᱚ ᱨᱮᱭᱟᱜ ᱱᱟᱥᱮ ᱥᱟᱵᱟᱫ ᱪᱷᱟᱰᱟ ᱢᱟᱨᱮᱱ ᱞᱟᱭᱵᱨᱮᱨᱤ ᱨᱮᱭᱟᱜ ᱱᱤᱥᱩᱱᱟᱜ ᱫᱚ ᱪᱤᱱᱛᱟᱹ ᱟᱱᱟᱜ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,"The silence in the old library, except for the slight noise of the revolving pages, was worrying.","पुरानी लाइब्रेरी में सन्नाटा, पन्ने पलटने की हल्की सी आवाज को छोड़कर, चिंताजनक था।"
58845842,ᱵᱟᱝ ᱵᱮᱵᱚᱦᱟᱨᱚᱜ ᱚᱲᱟᱜ ᱨᱮ ᱛᱟᱨᱠᱚ ᱟᱲᱟᱝᱼᱚᱜ ᱠᱟᱱ ᱡᱩᱫᱟᱹ ᱡᱟᱸᱜᱟ ᱥᱟᱵᱟᱫ ᱠᱚ ᱫᱚ ᱟᱞᱮ ᱢᱩᱥᱠᱤᱞ ᱨᱮᱭ ᱯᱟᱲᱟᱣ ᱞᱮᱫ ᱞᱮᱭᱟ ᱾,The strange steps that resounded in the abandoned house left us in a state of uneasiness.,परित्यक्त घर में गूँजने वाले अजीब कदमों ने हमें बेचैनी की स्थिति में छोड़ दिया।
58855842,ᱧᱩᱛ ᱥᱟᱠᱲᱟ ᱜᱩᱞᱤ ᱨᱮ ᱯᱟᱸᱡᱟᱭ ᱨᱮᱭᱟᱜ ᱵᱟᱝ ᱵᱮᱥ ᱟᱹᱭᱠᱟᱹᱣ ᱫᱚ ᱤᱧᱟᱜ ᱚᱱᱛᱚᱨᱼᱮ ᱫᱷᱟᱠ ᱫᱷᱟᱠᱟᱣ ᱠᱮᱫᱟ ᱾,"The unsettling feeling of being followed down the dark, narrow alley made my heart race.","अंधेरी, संकरी गली में पीछा किए जाने की बेचैन करने वाली भावना ने मेरे दिल की धड़कन तेज कर दी।"
58865842,ᱤᱧ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱵᱟᱹᱲᱤᱡ ᱠᱩᱠᱢᱩᱧ ᱧᱮᱞ ᱞᱮᱫᱼᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱥᱟᱹᱨᱤᱭᱟᱜ ᱨᱮ ᱦᱩᱭ ᱞᱮᱱᱟ; ᱤᱧ ᱫᱚ ᱨᱮᱭᱟᱲ ᱨᱮ ᱩᱫᱜᱟᱹᱨ ᱟᱛᱮᱧ ᱮᱵᱷᱮᱱ ᱵᱮᱨᱮᱫ ᱮᱱᱟ ᱾,I had a nightmare that felt so real; I woke up in a cold sweat.,मुझे एक बुरा सपना आया जो इतना वास्तविक लगा; मैं ठंडे पसीने में जागा।
58875842,ᱵᱷᱩᱛᱟᱹᱦᱟ ᱚᱲᱟᱜ ᱫᱚ ᱧᱤᱫᱟᱹ ᱪᱟᱸᱫᱚ ᱢᱟᱨᱥᱟᱞ ᱛᱮ ᱟᱨ ᱦᱚᱸ ᱵᱚᱛᱚᱨ ᱜᱮ ᱧᱮᱞᱚᱜ ᱠᱟᱱ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,The haunted house looked even scarier in the moonlight.,चांदनी में वह भूतिया घर और भी डरावना लग रहा था।
58885842,ᱟᱪᱠᱟᱜᱮ ᱛᱟᱯᱢᱟᱱ ᱠᱚᱢᱮᱱ ᱠᱷᱟᱹᱛᱤᱨ ᱤᱧᱟᱜ ᱢᱮᱨᱩᱫᱚᱱᱰᱚ ᱨᱮ ᱨᱮᱭᱟᱲ ᱞᱟᱜᱟᱣ ᱟᱠᱟᱱᱟ ᱾,The sudden drop in temperature sent a chill down my spine.,तापमान में अचानक गिरावट ने मेरी रीढ़ में सिहरन पैदा कर दी।
58895842,"ᱟᱪᱠᱟ, ᱠᱟᱨᱮᱱᱴ ᱨᱮᱭᱟᱜ ᱧᱩᱛᱟᱹᱛ ᱡᱷᱟᱞᱠᱟᱣ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱵᱚᱛᱚᱨᱟᱱᱟᱜ ᱪᱤᱛᱟᱹᱨᱮ ᱟᱨᱥᱟᱞ ᱠᱮᱫᱟ ᱾","The sudden, blinding flash of lightning illuminated a terrifying sight.","बिजली की अचानक, अंधा कर देने वाली चमक ने एक भयानक दृश्य को रोशन कर दिया।"
58905842,ᱵᱷᱩᱛᱟᱹᱦᱟ ᱡᱟᱸᱜᱟ ᱨᱮᱭᱟᱜ ᱥᱟᱵᱟᱫ ᱟᱸᱡᱚᱢ ᱠᱟᱛᱮ ᱤᱧᱟᱜ ᱛᱤ ᱨᱮᱭᱟᱜ ᱩᱯ ᱫᱚ ᱴᱷᱟᱲᱚᱭᱮᱱᱟ ᱾,The hair on my arms stood on end as I heard the ghostly footsteps.,भूतिया कदमों की आहट सुनते ही मेरे रोंगटे खड़े हो गए।
58915842,ᱵᱤᱨ ᱨᱮᱭᱟᱜ ᱰᱟᱦᱟᱨ ᱵᱮᱲᱦᱟᱭ ᱛᱮ ᱡᱟᱦᱟ ᱧᱩᱛ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱚᱱᱟ ᱫᱚ ᱡᱟᱹᱱᱤᱡ ᱵᱤᱱ ᱢᱩᱪᱟᱹᱫ ᱜᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,The darkness that surrounded the forest path felt like it was never ending.,जंगल के रास्ते को घेरने वाला अंधेरा ऐसा लगा जैसे कभी खत्म ही नहीं होगा।
