Unnamed: 0,Santali,English,Hindi
125842,"ᱡᱟᱦᱟᱜᱮ ᱦᱩᱭᱩᱜ, ᱚᱠᱟᱭ ᱚᱠᱚᱭ ᱪᱚ ᱥᱟᱹᱨᱤᱜᱮ ᱯᱮᱥᱟᱫᱟᱹᱨᱤ ᱚᱨᱡᱚ ᱟᱹᱭᱠᱟᱹᱣ ᱫᱟᱨᱟᱢ ᱨᱮ ᱠᱚ ᱯᱟᱨᱚᱠᱷᱤᱭᱟᱹ ᱟᱠᱟᱱᱟ ᱾","However, some were able to realize truly professional results.","हालाँकि, कुछ लोग वास्तव में पेशेवर परिणाम प्राप्त करने में सक्षम थे।"
135842,"ᱜᱮᱢ ᱨᱮᱭᱟᱜ ᱥᱤᱠᱩᱣᱟᱞ, ᱰᱟᱭᱟᱵᱞᱳ II ᱟᱨ III ᱵᱮᱱᱟᱣ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾","Sequels of the game, Diablo II and III, were made.","इस खेल के सीक्वल, डियाब्लो II और III बनाए गए थे।"
145842,"ᱰᱟᱭᱟᱵᱞᱳ IV, ᱡᱟᱦᱟ ᱫᱚ ᱱᱤᱛ ᱦᱚᱸ ᱵᱟᱝ ᱛᱮᱭᱟᱨ ᱟᱠᱟᱱᱟ, ᱒᱐᱒᱒ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱚᱰᱚᱠ ᱦᱮᱡ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾","Diablo IV, which is not yet ready, might come out in 2022.","डियाब्लो IV, जो अभी तैयार नहीं है, 2022 में आ सकता है।"
155842,ᱩᱱᱤ ᱫᱚ ᱗᱐ ᱜᱚᱴᱟᱝ ᱯᱚᱛᱚᱵ ᱟᱨ ᱒᱙᱓ ᱜᱚᱴᱟᱝ ᱪᱷᱟᱯᱟᱣᱟᱠᱟᱱ ᱵᱟᱹᱲᱛᱤ ᱯᱚᱱᱰᱤᱛ ᱟᱱᱟᱜ ᱩᱪᱷᱟᱹᱱᱮ ᱚᱞ ᱟᱠᱟᱫᱟ ᱾,He wrote 70 books and 293 printed scholarly publications.,उन्होंने 70 पुस्तकें और 293 मुद्रित विद्वत्तापूर्ण शोध पत्र लिखे।
165842,ᱰᱟᱭᱟᱵᱚᱞᱤ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱨᱮᱡᱮᱴ  ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱡᱟᱯᱟᱱᱤ ᱵᱷᱤᱡᱩᱣᱟᱞ ᱱᱚᱵᱷᱮᱞ ᱯᱨᱷᱟᱧᱪᱟᱭᱡᱤ ᱾,Diabolik Lovers   is a Japanese visual novel franchise by Rejet.,डियाबोलिक लवर्स (Diabolik Lovers) रेजेट (Rejet) द्वारा निर्मित एक जापानी विज़ुअल नॉवेल फ्रैंचाइज़ी है।
175842,ᱮ᱓ ᱚᱴᱳᱨᱩᱴ ᱮ᱓ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱷᱨᱟᱱᱥ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱦᱩᱰᱤᱧ ᱚᱴᱳᱨᱩᱴ ᱾,A3 autoroute  The A3 is a short autoroute in France.,A3 ऑटोरूट: A3 फ्रांस का एक छोटा ऑटोरूट (राजमार्ग) है।
185842,ᱮ᱕᱕ ᱚᱴᱳᱨᱩᱴ ᱮ᱕᱕ ᱚᱴᱳᱨᱩᱴ ᱫᱚ ᱫᱚᱠᱠᱷᱤᱱ ᱯᱷᱨᱟᱱᱥ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱵᱤᱱ ᱜᱚᱱᱚᱝ ᱨᱮᱭᱟᱜ ᱢᱳᱴᱚᱨᱣᱮ ᱾,A55 autoroute  The A55 autoroute is a free motorway in southern France.,A55 ऑटोरूट: A55 ऑटोरूट दक्षिणी फ्रांस में एक टोल-मुक्त मोटरवे है।
195842,ᱮ᱙᱖ ᱰᱟᱦᱟᱨ ᱫᱚ ᱮ᱙᱖ ᱥᱠᱚᱴᱞᱮᱹᱱᱰ ᱨᱮᱭᱟᱜ ᱤᱱᱵᱷᱟᱨᱱᱮᱥ ᱠᱷᱚᱱ ᱮᱹᱵᱟᱨᱰᱤᱱ ᱦᱟᱹᱵᱤ ᱢᱤᱫᱴᱟᱝ ᱡᱮᱸᱞᱮᱧ ᱰᱟᱦᱟᱨ ᱾,A96 road  The A96 is a road long from Inverness to Aberdeen in Scotland.,A96 सड़क: A96 स्कॉटलैंड में इनवर्नेस से एबरडीन तक एक लंबी सड़क है।
205842,ᱮ ᱟᱨ ᱮᱢ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱛᱤ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱯᱟᱦᱚᱴᱟ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱦᱚᱲᱢᱚ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱪᱮᱛᱟᱱ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱾,ARM  An arm is an upper limb of the body.,एआरएम (ARM): हाथ (Arm) शरीर का एक ऊपरी अंग होता है।
215842,ᱥᱟᱦᱟᱨ ᱫᱚ ᱩᱱᱠᱩᱣᱟᱜ ᱦᱩᱱᱟᱹᱨ ᱨᱮᱭᱟᱜ ᱦᱟᱹᱱ ᱠᱷᱚᱱ ᱯᱩᱨᱟᱹᱯᱩᱨᱤ ᱫᱚ ᱵᱟᱭ ᱚᱣᱟᱨ ᱫᱟᱲᱮ ᱟᱠᱟᱫ ᱠᱚᱣᱟ ᱾,The town never fully recovered from the loss of their talents.,यह शहर उनकी प्रतिभा के नुकसान से कभी पूरी तरह उबर नहीं पाया।
225842,ᱱᱚᱶᱟ ᱫᱚ ᱛᱟᱹᱞᱤᱠᱟᱨᱮ ᱥᱮᱞᱮᱫ ᱟᱠᱟᱱ ᱯᱳᱭᱞᱳ ᱡᱮᱜᱮᱫ ᱥᱮᱨᱣᱟᱼᱟᱱᱟᱜ ᱴᱷᱟᱣ ᱠᱚ ᱢᱩᱫᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,It was one of the first World Heritage Sites listed.,यह सूचीबद्ध किए गए पहले विश्व धरोहर स्थलों में से एक था।
235842,ᱩᱱᱤᱫᱚ ᱒᱐᱑᱕ ᱠᱷᱚᱱ ᱒᱐᱒᱐ ᱦᱟᱹᱵᱤᱡ ᱪᱤᱯᱷ ᱚᱯᱷ ᱥᱴᱟᱯᱷ ᱮ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,He was Chief of Staff from 2015 to 2020.,वह 2015 से 2020 तक चीफ ऑफ स्टाफ रहे।
245842,ᱮᱹᱵᱮᱵᱷᱤᱞ ᱫᱚ ᱯᱷᱨᱟᱱᱥ ᱨᱮᱭᱟᱜ ᱢᱟᱨᱮᱱ ᱯᱚᱱᱛᱷᱤᱭᱩ ᱯᱨᱚᱫᱮᱥ ᱨᱮᱭᱟᱜ ᱨᱟᱡᱽᱜᱟᱲ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,Abbeville was the capital of the former province of France of Ponthieu.,एबविले (Abbeville) पोंथियू के पूर्व फ्रांसीसी प्रांत की राजधानी थी।
255842,ᱟᱞᱵᱟᱨᱜ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱩᱛᱛᱚᱨ ᱵᱨᱟᱵᱟᱱᱴ ᱨᱮᱭᱟᱜ ᱰᱟᱪ ᱯᱨᱚᱫᱮᱥ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱢᱟᱨᱮᱱ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱾,Aalburg  Aalburg is a former municipality in the Dutch province of North Brabant.,आलबर्ग (Aalburg): आलबर्ग डच प्रांत उत्तरी ब्रेबेंट की एक पूर्व नगरपालिका है।
265842,"᱒᱐᱑᱙ ᱥᱟᱞ ᱠᱷᱚᱱ, ᱱᱚᱶᱟ ᱫᱚ ᱟᱞᱛᱮᱱᱟ ᱨᱮᱭᱟᱜ ᱱᱟᱣᱟᱱ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱾","Since 2019, it has been part of the new municipality of Altena.","2019 से, यह अल्टेना की नई नगरपालिका का हिस्सा रहा है।"
275842,ᱩᱱᱤ ᱫᱚ ᱟᱡᱟᱜ ᱠᱟᱹᱢᱤᱨᱮ ᱟᱭᱢᱟ ᱢᱟᱨᱮᱱ ᱟᱢᱮᱨᱤᱠᱟᱱ ᱦᱚᱲᱥᱮᱹᱨᱮᱹᱧ ᱨᱮᱭᱟᱜ ᱦᱤᱸᱥ ᱡᱚᱭ ᱵᱮᱣᱦᱟᱨ ᱟᱠᱟᱫᱟ ᱾,He used parts of many old American folksongs in his work.,उन्होंने अपने काम में कई पुराने अमेरिकी लोकगीतों के अंशों का उपयोग किया।
285842,"ᱩᱱᱤᱭᱟᱜ ᱥᱮᱹᱨᱮᱹᱧ ᱟᱨ ᱵᱩᱡᱷᱟᱹᱣ ᱞᱮᱠᱟ ᱟᱞᱜᱟ ᱫᱚ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱦᱚᱲᱠᱩᱥᱤᱭᱟᱜ ᱦᱚᱸ ᱵᱟᱝ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾","His music was no longer as easy to understand, nor as popular.",उनका संगीत अब न तो समझना उतना आसान रहा और न ही उतना लोकप्रिय रहा।
295842,ᱩᱱᱤᱭ ᱞᱟᱹᱭ ᱞᱮᱫᱟ ᱡᱮ ᱚᱰᱮ ᱫᱚ ᱨᱟᱦᱟᱵᱮᱱᱟᱣ ᱠᱚ ᱥᱮᱹᱨᱮᱹᱧ ᱚᱞ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱟᱹᱰᱤᱱᱟᱯᱟᱭ ᱯᱷᱚᱨᱟᱥᱤ ᱩᱯᱟᱹᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,He said that composers there had a very French way of writing music.,उन्होंने कहा कि वहां के संगीतकारों के संगीत लिखने का तरीका काफी फ्रांसीसी था।
305842,ᱱᱚᱶᱟ ᱠᱟᱹᱢᱤᱫᱚ ᱚᱥᱟᱵᱷᱮᱲ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱚᱡᱮᱫᱚ ᱠᱳᱯᱞᱮᱹᱱᱰ ᱟᱡᱟᱜ ᱠᱚᱱᱥᱟᱨᱴ ᱨᱮ ᱡᱟᱡᱽ ᱥᱮᱹᱨᱮᱹᱧ ᱨᱮᱭᱟᱜ ᱫᱷᱟᱨᱚᱱᱟᱠᱚᱭ ᱵᱮᱣᱦᱟᱨ ᱞᱮᱫᱟ ᱾,This work was unusual because Copland used ideas from jazz music in his concerto.,यह रचना असामान्य थी क्योंकि कोपलैंड ने अपने कॉन्सर्टो में जैज़ संगीत के विचारों का इस्तेमाल किया था।
315842,"᱑᱘᱗᱒ ᱥᱟᱞ ᱨᱮ ᱩᱱᱤ ᱫᱚ ᱢᱚᱱᱴᱮᱜᱳᱢᱟᱨᱤ ᱳᱣᱟᱨᱰ ᱮ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ, ᱢᱤᱫᱴᱟᱝ ᱫᱳᱠᱟᱱ ᱡᱟᱸᱦᱟᱫᱚ ᱡᱟᱹᱛᱤᱭᱟᱹᱨᱤ ᱞᱮᱠᱟᱛᱮ ᱩᱯᱨᱩᱢ ᱞᱮᱱᱟ ᱾","In 1872 he founded Montgomery Ward, a store which became nationally known.","1872 में उन्होंने मोंटगोमरी वार्ड की स्थापना की, जो एक राष्ट्रव्यापी प्रसिद्ध स्टोर बन गया।"
325842,ᱥᱮᱨᱤᱴ ᱠᱮᱴ ᱫᱚ ᱠᱮᱞᱤ ᱢᱤᱫᱴᱟᱝ ᱴᱷᱤᱞᱤᱭ ᱟᱹᱠᱷᱨᱤᱧ ᱟᱫᱮ ᱛᱟᱦᱮᱸ ᱡᱟᱸᱦᱟᱫᱚ ᱩᱱᱤ ᱠᱮᱴ ᱵᱟᱭᱨᱱᱮ ᱴᱷᱮᱱ ᱠᱷᱚᱱᱮ ᱟᱹᱛᱠᱤᱨ ᱞᱮᱫᱟ ᱾,Sherritt sold Kate Kelly a horse he had stolen from Kate Byrne.,शेरिट ने केट केली को एक घोड़ा बेचा जो उसने केट बायरन से चुराया था।
335842,ᱵᱟᱭᱨᱱ ᱟᱨ ᱠᱮᱞᱤ ᱫᱚ ᱥᱮᱵᱟᱥᱴᱳᱯᱚᱞ ᱵᱟᱹᱜᱤ ᱠᱟᱛᱮ ᱜᱚᱴᱟ ᱫᱤᱥᱚᱢ ᱜᱞᱮᱱᱨᱳᱭᱟᱱ ᱨᱮᱭᱟᱜ ᱡᱚᱥ ᱛᱮᱠᱤᱱ ᱥᱟᱸᱜᱷᱟᱨ ᱞᱮᱫᱟ ᱾,Byrne and Kelly left Sebastopol and rode across country to Glenrowan.,बायरन और केली ने सेबास्टोपोल छोड़ दिया और देश भर से होते हुए ग्लेनरोवन चले गए।
345842,ᱱᱚᱶᱟ ᱫᱚ ᱥᱯᱮᱱ ᱨᱮᱟᱭᱜ ᱢᱩᱨᱥᱤᱭᱟ ᱯᱨᱚᱫᱮᱥ ᱟᱨ ᱟᱯᱱᱟᱨᱛᱮ ᱥᱟᱥᱮᱛ ᱜᱟᱛᱟᱠ ᱠᱚ ᱢᱩᱫᱨᱮ ᱧᱟᱢᱚᱜᱼᱟ ᱾,It is found in the province and autonomous community of Murcia in Spain.,यह स्पेन के मर्सिया प्रांत और स्वायत्त समुदाय में पाया जाता है।
355842,ᱟᱵᱩᱞᱡᱤᱡᱟᱜ ᱚᱠᱛᱚᱨᱮ ᱚᱴᱳᱢᱟᱱ ᱠᱚ ᱯᱚᱥᱪᱷᱤᱢᱵᱟᱝᱞᱟ ᱥᱟᱞᱟᱜ ᱢᱮᱥᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱢᱚᱱᱮ ᱠᱚ ᱮᱢ ᱞᱮᱫᱟ ᱾,In the peroid of Abülaziz the Ottomans pay attention to get along with West.,अब्दुलअज़ीज़ के दौर में ओटोमन्स ने पश्चिम के साथ तालमेल बिठाने पर ध्यान दिया।
365842,ᱟᱵᱠᱳᱰ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱰᱟᱪ ᱯᱨᱚᱫᱮᱥ ᱩᱴᱨᱮᱠᱷᱚᱴ ᱨᱮᱭᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱢᱟᱨᱮᱱ ᱯᱳᱣᱨᱚᱥᱚᱵᱷᱟ ᱾,Abcoude  Abcoude is a former municipality in the Dutch province of Utrecht.,एबकॉड (Abcoude): एबकॉड डच प्रांत यूट्रेक्ट की एक पूर्व नगरपालिका है।
375842,᱒᱐᱑᱗ ᱥᱟᱞ ᱨᱮᱭᱟᱜ ᱑᱑ ᱢᱟᱹᱦᱤᱛ ᱨᱮ ᱟᱵᱫᱩᱞᱨᱮᱫᱷᱟ ᱫᱚ ᱞᱚᱱᱰᱚᱱ ᱨᱮ ᱗᱘ ᱥᱮᱨᱢᱟ ᱩᱢᱮᱨ ᱨᱮᱭ ᱜᱚᱡ ᱟᱠᱟᱱᱟ ᱾,"On 11 August 2017, Abdulredha died in London aged 78.",11 अगस्त 2017 को 78 वर्ष की आयु में लंदन में अब्दुलरेधा का निधन हो गया।
385842,᱑᱙᱗᱓ ᱠᱷᱚᱱ ᱑᱙᱗᱗ ᱥᱟᱞ ᱦᱟᱹᱵᱤᱡ ᱢᱩᱥᱛᱟᱜᱚᱱᱤ ᱫᱚ ᱟᱯᱷᱜᱟᱱᱤᱥᱛᱷᱟᱱ ᱨᱮᱱ ᱯᱨᱚᱛᱤᱨᱚᱠᱠᱷᱟ ᱢᱚᱱᱛᱨᱤᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,"From 1973 to 1977, Mustaghni was Defense Minister of Afghanistan.",1973 से 1977 तक मुस्तगनी अफगानिस्तान के रक्षा मंत्री थे।
395842,ᱥᱩᱞᱛᱟᱱ ᱟᱵᱫᱩᱞ ᱟᱡᱤᱡ ᱫᱚ ᱡᱟᱣᱜᱮ ᱵᱷᱤᱛᱟᱹᱨ ᱨᱮᱭᱟᱜ ᱟᱨ ᱵᱤᱞᱟᱹᱛ ᱨᱮ ᱫᱟᱲᱟᱱ ᱨᱮᱭᱟᱜ ᱮ ᱥᱟᱯᱲᱟᱣ ᱚᱜ ᱛᱟᱦᱮᱸ ᱾,Sultan Abdülaziz frequently organized trips to inland and abroad.,सुल्तान अब्दुलअज़ीज़ अक्सर देश और विदेश की यात्राओं का आयोजन करते थे।
405842,ᱰᱤᱜ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱦᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱞᱟᱜᱟᱱᱠᱟᱹᱨᱤ ᱰᱚᱜᱚᱨ ᱦᱟᱹᱴᱤᱧ ᱨᱮᱭᱟᱜ ᱵᱩᱴᱟᱹ ᱴᱷᱟᱣ ᱞᱮᱠᱟᱛᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱱᱟ ᱾,Digg started out as a popular technology news sharing destination.,डिग (Digg) की शुरुआत एक लोकप्रिय प्रौद्योगिकी समाचार साझाकरण गंतव्य के रूप में हुई थी।
415842,"ᱢᱤᱫᱴᱟᱝ ᱵᱮᱣᱦᱟᱨ ᱟᱠᱟᱫ ᱯᱳᱭᱞᱳ ᱰᱤᱵᱷᱟᱭᱤᱥ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱠᱳᱰᱟᱠ ᱰᱤ ᱥᱤ ᱒᱒᱐, ᱡᱟᱸᱦᱟ ᱫᱚ ᱩᱪᱷᱟᱹᱱ ᱞᱮᱱᱟ ᱾","The first device to use it is the Kodak DC220, released on .","इसका उपयोग करने वाला पहला उपकरण कोडक डीसी220 (Kodak DC220) है, जो जारी किया गया था।"
425842,ᱰᱤᱜᱤᱴᱟᱣᱚᱥ ᱰᱤᱡᱤᱴᱟᱣᱚᱥ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱷᱞᱟᱥᱯᱚᱭᱮᱱᱴ ᱞᱟᱜᱟᱱᱠᱟᱹᱨᱤ ᱫᱟᱨᱟᱭᱛᱮ ᱵᱮᱱᱟᱣ ᱰᱤᱡᱤᱴᱟᱞ ᱠᱮᱹᱢᱮᱨᱟ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱟᱝ ᱚᱯᱟᱨᱮᱴᱤᱝ ᱥᱤᱥᱴᱮᱢ ᱾,DigitaOS  DigitaOS is a operating system for digital cameras made by Flashpoint Technology.,डिजीटाओएस (DigitaOS): डिजीटाओएस फ्लैशपॉइंट टेक्नोलॉजी द्वारा डिजिटल कैमरों के लिए बनाया गया एक ऑपरेटिंग सिस्टम है।
435842,ᱰᱤᱡᱤᱴᱟᱞ ᱠᱚᱢᱯᱤᱭᱩᱴᱟᱨ ᱟᱨ ᱤᱱᱴᱟᱨᱱᱮᱴ ᱞᱮᱠᱟᱱ ᱰᱤᱡᱤᱴᱟᱞ ᱡᱳᱜᱟᱡᱳᱜ ᱫᱚ ᱥᱟᱫᱷᱟᱨᱚᱱᱚᱛᱚ ᱵᱟᱭᱱᱟᱨᱤ ᱠᱚ ᱵᱮᱣᱦᱟᱨᱟ ᱾,Digital computers and digital communication like the internet usually use binary.,डिजिटल कंप्यूटर और इंटरनेट जैसे डिजिटल संचार आमतौर पर बाइनरी का उपयोग करते हैं।
445842,᱑᱘᱕᱑ ᱥᱟᱞ ᱨᱮ ᱜᱟᱰᱟᱨᱮ ᱟᱨ ᱚᱱᱟ ᱥᱩᱨ ᱨᱮ ᱯᱚᱞᱤ ᱦᱟᱥᱟ ᱥᱟᱢᱟᱱᱚᱢ ᱢᱩᱫᱟᱹᱢ ᱥᱤᱨᱡᱟᱹᱣ ᱞᱮᱱᱟ ᱾,Alluvial gold was discovered in and along the river in 1851.,1851 में नदी में और उसके किनारे जलोढ़ सोने की खोज की गई थी।
455842,᱑᱘᱑᱙ ᱥᱟᱞ ᱨᱮ ᱮᱹᱵᱮᱵᱷᱤᱞ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱴᱨᱮᱰᱤᱝ ᱯᱳᱥᱴ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾,"In 1819, there was a trading post in Abbeville.","1819 में, एबविले में एक व्यापारिक चौकी थी।"
465842,ᱠᱩᱢᱟᱨ ᱫᱚ ᱵᱷᱟᱨᱚᱛ ᱨᱮᱭᱟᱜ ᱯᱚᱨᱟᱥᱴᱨᱚ ᱢᱚᱱᱛᱨᱟᱞᱚᱭ ᱨᱮᱭ ᱠᱟᱹᱢᱤ ᱟᱠᱟᱫᱟ ᱾,Kumar has served at the Ministry of External Affairs of India.,कुमार ने भारत के विदेश मंत्रालय में सेवाएं दी हैं।
