utt_id	wav_path	text_olchiki
train_santalimale_00033	wavs/train_santalimale_00033.wav	ᱡᱟᱦᱟᱸ ᱯᱟᱹᱨᱤᱥ ᱨᱮᱱ ᱦᱚᱲ ᱜᱚᱨᱟᱢ ᱠᱚ ᱵᱮᱨᱮᱫᱟ, ᱚᱱᱟ ᱯᱟᱹᱨᱤᱥ ᱨᱮᱱ ᱜᱮ, ᱚᱱᱟ ᱟᱹᱛᱩ ᱨᱮᱱ ᱢᱟᱸᱡᱷᱤ ᱟᱨ ᱱᱟᱭᱠᱮ ᱫᱚ ᱠᱤᱱ ᱵᱮᱱᱟᱣ: ᱟ।
train_santalimale_00034	wavs/train_santalimale_00034.wav	ᱟᱨ ᱟᱱᱟᱛᱮ ᱢᱟᱸᱡᱷᱤ ᱟᱨ ᱱᱟᱭᱠᱮ ᱯᱚᱫ ᱫᱚ ᱥᱟᱱᱟᱢ ᱟᱹᱛᱩ ᱨᱮᱱ ᱦᱚᱲ ᱠᱚᱣᱟ: ᱵᱚᱸᱥᱚᱜᱚᱫᱼᱟ ᱯᱚᱫ ᱠᱟᱱᱟ।
train_santalimale_00035	wavs/train_santalimale_00035.wav	ᱵᱟᱨᱭᱟᱯᱮᱭᱟ ᱟᱹᱛᱩ ᱢᱤᱫᱼᱟᱠᱟᱛᱮ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱢᱟᱯᱟᱡᱷᱤ ᱠᱚ ᱵᱮᱱᱟᱣ ᱮᱭᱟ।
train_santalimale_00036	wavs/train_santalimale_00036.wav	ᱜᱮᱞᱵᱟᱨ ᱜᱚᱴᱟᱝ ᱟᱹᱛᱩ ᱢᱤᱫᱼᱟᱠᱟᱛᱮ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱛᱚᱨᱚᱯ ᱵᱮᱱᱟᱣ ᱟᱠᱟᱱᱟ, ᱛᱚᱨᱚᱯᱨᱮᱱ ᱯᱨᱫᱷᱟᱱ ᱫᱚ ᱛᱚᱨᱚᱯ ᱯᱟᱨᱜᱟᱱᱟᱭ ᱛᱟᱸᱦᱮᱸᱱᱟ।
train_santalimale_00037	wavs/train_santalimale_00037.wav	ᱜᱮᱞᱵᱟᱨ ᱛᱚᱨᱚᱯ ᱢᱤᱫᱼᱟ ᱠᱟᱛᱮ ᱢᱤᱫᱼᱟᱴᱟᱝ ᱫᱤᱥᱚᱢ ᱯᱟᱨᱜᱟᱱᱟᱭ ᱛᱟᱸᱦᱮᱸᱱᱟ।
train_santalimale_00038	wavs/train_santalimale_00038.wav	ᱱᱚᱣᱟ ᱱᱤᱭᱚᱢ ᱜᱮ ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱦᱮᱡᱼᱟ ᱦᱤᱡᱩᱷ ᱠᱟᱱᱟ।
train_santalimale_00039	wavs/train_santalimale_00039.wav	ᱵᱤᱪᱟᱨᱚᱟᱪᱟᱨ ᱠᱟᱹᱢᱤ ᱫᱚ ᱡᱮᱛᱮ ᱠᱷᱚᱱ ᱢᱩᱪᱟᱫᱼᱟ ᱨᱮ ᱫᱚ ᱞᱚ ᱵᱤᱨ ᱵᱟᱤᱥᱤ ᱢᱮᱱᱟ: ᱟ।
train_santalimale_00040	wavs/train_santalimale_00040.wav	ᱱᱚᱣᱟ ᱞᱚ ᱵᱤᱨ ᱣᱤᱪᱟᱨ ᱫᱚ ᱱᱟᱭᱠᱮ ᱟᱨ ᱥᱮᱸᱫᱨᱟ ᱵᱤᱨ ᱨᱮᱱ ᱥᱤᱠᱚᱨᱤᱭᱟ ᱠᱚ, ᱫᱚᱸᱜᱮᱲ ᱴᱟᱸᱰᱤ ᱨᱮ ᱠᱚ ᱵᱤᱪᱟᱨᱟ।
train_santalimale_00041	wavs/train_santalimale_00041.wav	ᱱᱚᱟ ᱫᱚ ᱢᱩᱪᱟᱫᱼᱟ ᱵᱤᱪᱟᱨ ᱠᱟᱱᱟ।
train_santalimale_00042	wavs/train_santalimale_00042.wav	ᱡᱟᱦᱟᱸᱭ ᱵᱟᱭ ᱵᱟᱛᱟᱣᱟ, ᱩᱱᱤ ᱫᱚ ᱥᱟᱸᱣᱛᱟ ᱠᱷᱚᱱ ᱠᱚ ᱚᱪᱚ: ᱮᱭᱟ।
train_santalimale_00043	wavs/train_santalimale_00043.wav	ᱚᱱᱟ ᱫᱚ ᱵᱤᱴᱞᱟᱦᱟ ᱠᱚ ᱢᱮᱛᱟ: ᱟ।
train_santalimale_00044	wavs/train_santalimale_00044.wav	ᱟᱹᱛᱩ ᱨᱮᱱᱟ: ᱵᱤᱪᱟᱨ ᱡᱟᱸᱦᱟᱭ ᱦᱚᱲ ᱵᱟᱭ ᱵᱟᱛᱟᱣᱟ ᱩᱱᱤ ᱫᱚᱠᱚ ᱮᱠᱟᱜᱷᱩᱨᱤᱭᱟ ᱮᱭᱟ।
train_santalimale_00045	wavs/train_santalimale_00045.wav	ᱚᱱᱟᱛᱮ ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱫᱚ ᱥᱟᱱᱛᱟᱲ ᱦᱚᱲ ᱠᱚᱣᱟᱷ ᱟᱪᱟᱨᱚᱣᱤᱪᱟᱨ ᱢᱮᱱᱟ: ᱟ ᱟᱨ ᱥᱟᱱᱟᱢ ᱦᱚᱲᱠᱚ ᱢᱟᱱᱟᱣ ᱵᱟᱛᱟᱣᱚᱮᱫᱟ।
train_santalimale_00046	wavs/train_santalimale_00046.wav	ᱥᱟᱱᱛᱟᱲ ᱦᱚᱲᱠᱚ ᱫᱚ ᱫᱷᱟᱹᱨᱛᱤ ᱨᱮᱱᱟ: ᱫᱟᱨᱮ, ᱫᱷᱤᱨᱤ, ᱚᱛ, ᱦᱟᱥᱟ,ᱜᱟᱰᱟ ᱢᱩᱰᱩ, ᱦᱩᱰᱩ, ᱪᱟᱣᱞᱮ, ᱟᱱᱟᱡ, ᱵᱟᱦᱟ, ᱡᱚ, ᱥᱟᱠᱟᱢ ᱜᱮ ᱠᱚ ᱵᱚᱸᱜᱟᱭᱟ।
train_santalimale_00047	wavs/train_santalimale_00047.wav	ᱧᱮᱞᱮᱠᱟ ᱵᱟᱦᱟ ᱵᱚᱸᱜᱟ ᱨᱮ ᱫᱚ ᱥᱟᱨᱡᱚᱢ ᱵᱟᱦᱟ, ᱢᱟᱛᱠᱚᱢ ᱜᱮᱞ ᱠᱚ ᱫᱮᱣᱟ ᱥᱮᱵᱟᱭᱟ।
train_santalimale_00048	wavs/train_santalimale_00048.wav	ᱚᱱᱠᱟᱜᱮ ᱡᱟᱱᱟᱢᱪᱷᱟᱹᱴᱭᱟᱹᱨ ᱨᱮ ᱫᱚ ᱟᱫᱼᱟ ᱱᱟ ᱥᱟᱠᱟᱢ, ᱱᱤᱢ ᱫᱟ ᱢᱟᱹᱰᱤ, ᱥᱚᱥᱚ ᱡᱚ ᱫᱟᱷ, ᱵᱟᱪᱠᱚᱢ ᱜᱷᱟᱸᱥ।
train_santalimale_00049	wavs/train_santalimale_00049.wav	ᱵᱟᱵᱼᱟᱞᱟ ᱵᱮᱦᱟ ᱨᱮ ᱫᱚ ᱩᱞᱲᱟᱹᱨ, ᱢᱟᱛᱠᱚᱢ ᱲᱟᱹᱨ, ᱥᱮᱠᱨᱮᱡᱼᱟ ᱲᱟᱹᱨ, ᱥᱟᱨᱡᱚᱢ ᱥᱟᱠᱟᱢ।
train_santalimale_00050	wavs/train_santalimale_00050.wav	ᱥᱟᱱᱛᱟᱲ ᱠᱚᱣᱟ: ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ, ᱨᱩᱨᱟᱦᱟ ᱦᱚᱸ ᱜᱮᱞᱵᱟᱨ ᱪᱟᱸᱫᱚ ᱨᱮ, ᱜᱮᱞᱵᱟᱨ ᱞᱮᱠᱟᱱᱟ: ᱢᱮᱱᱟ: ᱟ।
train_santalimale_00051	wavs/train_santalimale_00051.wav	ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ, ᱨᱩ, ᱨᱟᱦᱟ ᱠᱚ ᱫᱚ ᱢᱚᱪᱟ ᱪᱮᱛᱟᱱ ᱢᱚᱪᱟ, ᱞᱩᱛᱩᱨ ᱪᱮᱛᱟᱱ ᱞᱩᱛᱩᱨ, ᱞᱟᱹᱤ ᱟᱨ ᱟᱧᱡᱚᱢ ᱦᱤᱡᱩᱷ ᱠᱟᱱᱟ।
train_santalimale_00052	wavs/train_santalimale_00052.wav	ᱟᱨ ᱚᱱᱟᱠᱚ ᱜᱮ ᱯᱟᱹᱨᱟᱹᱵ ᱯᱩᱱᱟ ᱨᱮ ᱫᱚ ᱞᱟᱤᱟᱹᱜᱩ, ᱥᱮᱨᱮᱧ ᱟᱹᱜᱩ: ᱠᱟᱱᱟ, ᱥᱟᱱᱛᱟᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮ।
train_santalimale_00053	wavs/train_santalimale_00053.wav	ᱱᱚᱣᱟ ᱥᱮᱫᱟᱭ ᱥᱮᱨᱮᱧ ᱠᱚ ᱫᱚ ᱥᱟᱱᱟᱢ ᱦᱚᱲ ᱴᱷᱮᱱ ᱢᱚᱪᱟᱨᱮ ᱢᱟᱣᱠᱷᱤᱠ ᱞᱮᱠᱟᱛᱮ ᱜᱮ ᱢᱮᱱᱟᱷᱟ।
train_santalimale_00054	wavs/train_santalimale_00054.wav	ᱚᱱᱟᱛᱮ ᱱᱚᱣᱟ ᱥᱮᱨᱮᱧ ᱠᱚ ᱫᱚ ᱠᱟᱱᱟ, ᱟᱹᱛᱩ ᱚᱲᱟᱹ: ᱨᱮᱱᱟ: ᱟᱠᱤᱞ ᱜᱮᱭᱟᱱ।
train_santalimale_00055	wavs/train_santalimale_00055.wav	ᱚᱠᱚᱭ: ᱠᱚ, ᱱᱚᱣᱟ ᱠᱚ ᱫᱚ ᱦᱚᱲ ᱵᱤᱨᱫᱟᱹ, ᱞᱚᱠ ᱣᱤᱫᱭᱟ ᱠᱚ ᱢᱮᱛᱟ: ᱟ।
train_santalimale_00056	wavs/train_santalimale_00056.wav	ᱦᱚᱲ ᱥᱮᱨᱮᱧ ᱞᱮᱠᱟᱜᱮ ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱫᱚ ᱦᱚᱲᱚᱛᱷᱩᱛᱤ, ᱦᱚᱲᱠᱟᱛᱷᱟ, ᱦᱚᱲᱠᱟᱹᱦᱱᱤ, ᱵᱷᱮᱱᱛᱟ ᱠᱟᱛᱷᱟ, ᱞᱟᱹᱤᱪᱟᱞ ᱠᱟᱛᱷᱟ, ᱠᱩᱫᱩᱢ, ᱵᱟᱸᱠᱷᱮᱲ ᱚᱸᱲᱦᱮᱸ, ᱡᱷᱟᱹᱨᱱᱤ, ᱢᱟᱱᱛᱟᱨ, ᱥᱟᱸᱣᱛᱮ ᱮᱱᱮᱸᱡᱼᱟ, ᱨᱩ, ᱨᱟᱦᱟ ᱮᱢᱟᱱ ᱛᱮᱭᱟ: ᱢᱮᱱᱟ:ᱟ।
train_santalimale_00057	wavs/train_santalimale_00057.wav	ᱥᱟᱱᱛᱟᱲ ᱠᱚᱣᱟ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ, ᱨᱩ, ᱨᱟᱦᱟ ᱫᱚ ᱠᱟᱱᱟ ᱥᱮᱫᱟᱭ ᱦᱚᱲᱠᱚᱣᱟ: ᱨᱟᱹᱥᱠᱟᱹ ᱨᱮᱱᱟᱝ ᱮᱱᱮᱪ ᱥᱮᱨᱮᱧᱜᱮ।
train_santalimale_00058	wavs/train_santalimale_00058.wav	ᱥᱮᱫᱟᱭ, ᱡᱟᱦᱟᱸᱛᱤᱥ ᱢᱟᱱᱣᱟ ᱠᱚᱣᱟ: ᱢᱚᱱᱮ ᱡᱤᱣᱤ ᱨᱮ ᱨᱟᱹᱥᱠᱟᱹ ᱥᱟᱨᱥᱟᱣ ᱞᱮᱱᱟ, ᱤᱱ ᱦᱤᱞᱚᱷ ᱠᱷᱚᱱ ᱜᱮ ᱦᱚᱲ ᱥᱟᱸᱣᱛᱟ ᱨᱮ ᱫᱚ ᱮᱱᱮᱡᱼᱟ ᱥᱮᱨᱮᱧ ᱨᱩᱨᱟᱦᱟᱠᱚ ᱮᱭᱦᱚᱵᱼᱟ ᱟᱠᱟᱱᱟ।
