ᱤᱧ ᱠᱷᱟᱥ ᱞᱮᱠᱟᱛᱮ ᱱᱚᱶᱟ ᱥᱟᱶᱟᱨ ᱛᱟᱞᱢᱟ ᱫᱩᱧ ᱵᱟᱪᱷᱟᱣ ᱟᱠᱟᱫᱟ ᱚᱡᱮᱫᱚ ᱱᱚᱶᱟ ᱤᱧᱟᱹᱜ ᱢᱮᱰᱤᱣᱳᱭᱮᱞ ᱵᱤᱢᱟ ᱦᱚᱛᱮᱛᱮ ᱫᱟᱯᱟᱞᱚᱜ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾ ᱱᱤᱛ ᱟᱢ ᱤᱧᱮᱢ ᱢᱤᱛᱟᱹᱧ ᱠᱟᱱᱟ ᱡᱮ ᱤᱧᱟᱹᱜ ᱱᱟᱦᱟᱜ ᱵᱷᱤᱡᱤᱴ ᱠᱚ ᱨᱮᱭᱟᱜ ᱚᱠᱟᱴᱟᱜ ᱦᱚᱸ ᱵᱟᱝ ᱠᱚᱵᱷᱟᱨ ᱟᱠᱟᱱᱟ ? ᱱᱚᱶᱟ ᱫᱚ ᱵᱟᱝ ᱯᱟᱹᱛᱭᱟᱹᱣ ᱞᱮᱠᱟᱱᱟᱜ !	मैंने विशेष रूप से इस स्वास्थ्य केंद्र को इसलिए चुना क्योंकि यह मेरे मेडिवेल बीमा द्वारा कवर किया जाना था। अब आप मुझे बता रहे हैं कि मेरी हालिया यात्राओं में से कोई भी कवर नहीं है? यह अविश्वसनीय है!
ᱟᱢ ᱪᱮᱫ ᱮᱢ ᱞᱟᱹᱭᱮᱫᱟ ᱡᱮ ᱚᱨᱛᱷᱳ ᱰᱟᱠᱛᱟᱨ ᱠᱚ ᱠᱷᱚᱱ ᱱᱟᱯᱟᱭ ᱮᱴᱟᱜ ᱡᱟᱦᱟᱭ ᱢᱮᱱᱟᱜ ᱠᱚᱣᱟ ?	क्या आप कह रहे हैं कि ऑर्थो डॉक्टर से बेहतर कोई और है?
ᱩᱱᱤ ᱫᱚ ᱑᱔ ᱮᱯᱨᱤᱞ ᱒᱐᱑᱑ ᱥᱟᱞ ᱨᱮ ᱡᱤᱨᱟᱹᱣᱮ ᱦᱟᱛᱟᱣ ᱞᱮᱫᱟ ᱟᱨ ᱜᱚᱝᱠᱮ ᱟᱨᱛᱷᱟᱨ ᱫᱚ ᱯᱷᱟᱣᱩᱞᱮᱥ ᱟᱜ ᱵᱚᱫᱚᱞᱛᱮᱭ ᱦᱩᱭ ᱞᱮᱱᱟ ᱾	वह 14 अप्रैल 2011 को सेवानिवृत्त हुए और उनकी जगह सर आर्थर फॉल्क्स ने ली।
ᱚᱱᱟ ᱵᱟᱫᱽ ᱟᱛᱮ, ᱥᱟᱵᱽᱫᱷᱟᱱ ᱵᱚᱱ ᱛᱟᱦᱮᱱ ᱢᱟ ᱥᱚᱻ ᱫᱚ ᱵᱟᱱᱟ ᱟᱨ ᱮᱴᱟᱜ ᱡᱩᱱᱛᱩ ᱠᱚᱭ ᱜᱚᱦᱚᱲ ᱟᱹᱜᱩ ᱠᱚᱣᱟ, ᱚᱱᱟ ᱞᱟᱹᱜᱤᱫ ᱥᱚᱻᱣᱟᱱ ᱡᱚᱢᱟᱜ ᱤᱫᱤ ᱥᱮ ᱪᱚᱸᱫᱟ ᱠᱷᱚᱱ ᱨᱩᱠᱷᱤᱭᱟᱹᱜ ᱯᱮ ᱟᱨ ᱢᱤᱫ ᱥᱟᱯᱷᱟ ᱠᱮᱸᱯ ᱫᱚᱦᱚᱭ ᱯᱮ᱾	इसके अलावा, इस बात से भी पता चलता है कि गंध का आकर्षण और दूसरे जीव - जंतुओं को आकर्षित करता है, इसलिए खाने - पीने की चीज़ें लेने या खाना पकाने से दूर रहिए और एक साफ शिविर बनाए रखिए ।
2013 में, रोच ने एल्बम ऑफ द ईयर के लिए डेडली अवार्ड जीता।	᱒᱐᱑᱓ ᱨᱮ, ᱨᱳᱪ ᱫᱚ ᱥᱮᱨᱢᱟ ᱨᱮᱱᱟᱜ ᱟᱞᱵᱚᱢ ᱞᱟᱹᱜᱤᱫ ᱰᱮᱰᱞᱤ ᱟᱣᱟᱨᱰ ᱡᱤᱛᱠᱟ.
ᱱᱚᱶᱟ ᱠᱚᱢ ᱜᱚᱱᱚᱝ ᱧᱮᱞ ᱠᱟᱛᱮᱜ ᱤᱧ ᱟᱱᱟᱡ ᱠᱚ ᱤᱫᱤ ᱠᱟᱛᱮᱧ ᱪᱤᱱᱛᱟᱹᱜ ᱠᱟᱱᱟ ᱟᱨ ᱟᱥᱚᱜ ᱠᱟᱹᱱᱟᱹᱧ ᱱᱚᱶᱟ ᱠᱚᱫᱚ ᱵᱮᱜᱚᱨ ᱛᱤᱡᱩᱣᱟᱜ ᱠᱟᱱᱟ ᱾	इन कम कीमतों को देखते हुए, मैं सब्ज़ियों को लेकर असहज हूँ और उम्मीद करता हूँ कि वे कीटनाशक मुक्त होंगी।
1951 में, वाजपेयी को आरएसएस द्वारा दीनदयाल उपाध्याय के साथ, नवगठित भारतीय जनसंघ के लिए काम करने के लिए प्रतिनियुक्त किया गया था, जो आरएसएस से जुड़ा एक दक्षिणपंथी राजनीतिक दल था।	᱑᱙᱕᱑ ᱥᱟᱹᱦᱤᱛ ᱨᱮ, ᱟᱨ ᱮᱥ ᱮᱥ ᱫᱚ ᱫᱤᱱᱫᱚᱭᱟᱞ ᱩᱯᱟᱫᱽᱫᱷᱟᱭ ᱥᱟᱞᱟᱜ ᱵᱟᱡᱽᱯᱮᱭᱤ ᱠᱤᱱ ᱥᱚᱢᱚᱛ ᱟᱫᱮᱭᱟ, ᱡᱟᱸᱦᱟᱛᱮ ᱩᱱᱤ ᱱᱟᱣᱟ ᱵᱮᱱᱟᱣ ᱵᱷᱟᱨᱚᱛᱨᱮᱱ ᱡᱚᱱᱥᱚᱸᱜᱷ ᱞᱟᱹᱜᱤᱫ ᱮ ᱠᱟᱹᱢᱤ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ, ᱡᱟᱦᱟᱸ ᱫᱚ ᱟᱨ ᱮᱥ ᱮᱥ ᱟᱜ ᱡᱚᱯᱲᱟᱣ ᱢᱤᱫ ᱦᱤᱱᱫᱩ ᱫᱚᱪᱷᱤᱱᱯᱚᱸᱛ ᱨᱟᱡᱽᱟᱹᱨᱤ ᱜᱟᱫᱮᱞ ᱠᱟᱱᱟ᱾
ᱪᱷᱟᱰᱟᱣ ᱟᱨ ᱪᱷᱩᱴᱤ ᱢᱤᱫᱴᱟᱝ ᱫᱤᱱᱟᱹᱢ ᱫᱤᱱ ᱥᱟᱹᱨᱤ ᱨᱮ ᱯᱚᱨᱛᱚᱱ ᱞᱮᱱᱟ, ᱡᱟᱦᱟᱸ ᱠᱷᱟᱛᱤᱨ ᱛᱮ ᱵᱟᱦᱟᱞ ᱟᱫ ᱨᱮᱭᱟᱜ ᱟᱰᱤ ᱵᱚᱛᱚᱨ ᱧᱮᱞᱚᱜᱼᱟ ᱾	छंटनी और अवकाश एक दैनिक वास्तविकता बन जाते हैं, जिससे नौकरी छूटने का व्यापक डर पैदा होता है।
ᱠᱷᱟᱥ ᱠᱟᱨᱛᱮ ᱥᱟᱹᱢᱩᱫ ᱟᱲᱮ ᱥᱩᱨᱥᱩᱯᱩᱨ ᱨᱮᱱ ᱦᱚᱲᱠᱚ ᱾	विशेष रूप से देश के पास जनता.
कृषि ग्रामीण मराठा अर्थव्यवस्था की रीढ़ थी।	ᱟᱹᱛᱩ ᱨᱮᱱ ᱢᱟᱨᱟᱴᱷᱟ ᱠᱚᱣᱟᱜ ᱠᱟᱹᱣᱰᱤᱟᱹᱨᱤ ᱨᱮᱭᱟᱜ ᱵᱤᱥᱤᱡᱟᱝ ᱫᱚ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱪᱟᱥ ᱠᱟᱹᱢᱤ ᱾
ᱢᱤᱰᱤᱭᱟ ᱫᱚ ᱟᱹᱰᱤ ᱫᱟᱲᱮᱭᱟᱱ ᱥᱩᱛᱨᱮᱛ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱡᱚᱯᱚᱲᱟᱣᱼᱤᱫᱤᱠᱟᱱᱟᱭ ᱯᱟᱨᱞᱟᱢᱮᱱᱴ ᱟᱡᱨᱮᱱ ᱦᱚᱲᱠᱩ ᱥᱟᱶ ᱾	मीडिया सबसे शक्तिशाली उपकरण है जो अपने लोगों के साथ संसद कनेक्ट करता है.
इस क्षेत्र की जनसंख्या 4.6 वर्ग किमी के क्षेत्र में फैली हुई 17,226 है।	ᱯᱩᱱ ᱦᱟᱹᱴᱤᱧ ᱨᱮᱭᱟᱜ ᱢᱤᱫ ᱦᱟᱹᱴᱤᱧ ᱦᱚᱲ ᱮᱞ ᱑᱗,᱒᱒᱖ ᱫᱚ ᱔ᱹ᱖ ᱠᱤᱢᱤ ᱥᱠᱳᱭᱟᱨ ᱴᱚᱴᱷᱟ ᱫᱷᱩᱨᱭᱟᱹ ᱯᱟᱥᱱᱟᱣ ᱦᱩᱭ ᱟᱠᱟᱱᱟ ᱾
किसी समय, उन्होंने सम्राट हुमायूँ के पुत्र मिर्ज़ा मुहम्मद हकीम की एक पुत्री से भी विवाह किया था।	ᱢᱤᱫ ᱴᱷᱟᱣ ᱨᱮ ᱩᱱᱤ ᱥᱚᱢᱨᱟᱴ ᱦᱩᱢᱟᱭᱩᱱ ᱨᱮᱱ ᱦᱚᱯᱚᱱ ᱢᱤᱨᱡᱟᱹ ᱢᱚᱦᱚᱢᱢᱚᱫ ᱦᱟᱹᱠᱤᱢ ᱨᱮᱱ ᱢᱤᱴᱴᱮᱱ ᱮᱨᱟᱛ ᱦᱚᱭ ᱵᱟᱯᱞᱟ ᱞᱤᱫᱤᱭᱟ ᱾
वेरमान कर्ता मुझे Laxim Dart के रूप में श्रीिनल क्लीरी की याद दिलाता है.	ᱯᱩᱨᱩᱫᱷᱩᱞ ᱯᱟᱴᱷᱚᱠᱤᱭᱟᱹ ᱠᱚ ᱫᱚ ᱤᱧ ᱞᱚᱠᱷᱤ ᱫᱚᱛᱛᱚ ᱟᱜ ᱪᱩᱨᱤᱛᱨᱮ ᱢᱨᱤᱱᱟᱞ ᱠᱩᱞᱚᱠᱟᱨᱱᱤ ᱟᱜ ᱠᱟᱛᱷᱟ ᱠᱚ ᱫᱤᱥᱟᱹ ᱟᱫᱤᱧ ᱛᱟᱦᱮᱸ ᱾
ᱪᱟᱠᱨᱤ ᱨᱮᱭᱟᱜ ᱨᱩᱠᱷᱟᱹᱭᱤ ᱤᱫᱤᱠᱟᱛᱮ ᱵᱟᱝᱼᱴᱷᱤᱠᱟᱹᱱ ᱤᱧ ᱟᱹᱰᱤ ᱪᱟᱯ ᱚᱡᱮ ᱨᱮᱭ ᱛᱤᱸᱜᱩᱧ ᱠᱟᱱᱟ ᱾	नौकरी की सुरक्षा को लेकर अनिश्चितता मुझे बहुत तनाव दे रही है।
जैसे ही पेंसिल बनाने की कोशिश की जाती है, वैसे ही पेंसिल बनाने के लिए बड़े - बड़े काँच की पेंसिलें बनायी जाती हैं ।	ᱰᱤᱥᱯᱮᱱᱥᱟᱨ ᱞᱟᱜᱟᱭᱛᱮ ᱥᱤᱥᱟᱢ ᱜᱞᱟᱥ ᱫᱚ ᱢᱤᱢᱤᱫ ᱯᱮᱱᱥᱤᱞ ᱨᱮ ᱥᱤᱥᱟᱢ ᱜᱞᱟᱥ ᱨᱮᱭᱟᱜ ᱵᱤᱥᱟᱹᱥ ᱠᱟᱭᱫᱟ ᱦᱚᱛᱮᱛᱮ ᱥᱤᱮᱥ ᱜᱞᱟᱥ ᱯᱮᱱᱥᱤᱞ ᱠᱩ ᱵᱮᱱᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱪᱩᱞᱦᱟᱹ ᱨᱮ ᱫᱚᱲᱦᱟᱛᱮ ᱜᱟᱞᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱥᱟᱹᱝᱜᱤᱧ ᱠᱷᱚᱱ ᱡᱟᱨᱣᱟ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱾
ᱤᱧ ᱡᱚᱛᱚᱠᱷᱚᱱ ᱢᱟᱨᱟᱝ ᱯᱚᱛᱚᱵ ᱨᱮᱭᱟᱜ ᱫᱳᱠᱟᱱ ᱨᱮ "ᱠᱟᱣᱩᱱᱴ ᱚᱯᱷ ᱢᱚᱱᱴᱮ ᱠᱨᱤᱥᱴᱳ" ᱟᱜ ᱵᱤᱱᱵᱚᱫᱚᱞᱟᱜ ᱟᱹᱨᱩᱯᱷᱮᱨᱟᱣ ᱵᱟᱝ ᱯᱟᱸᱡᱟ ᱧᱟᱢ ᱠᱷᱟᱹᱛᱤᱨ ᱤᱧ ᱠᱩᱥᱤ ᱵᱟᱹᱧ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱾	मुझे दुख हुआ कि मुझे सबसे बड़ी किताबों की दुकान में 'काउंट ऑफ मोंटे क्रिस्टो' का पूरा संस्करण नहीं मिला।
᱒᱐᱐᱐ ᱨᱮ ᱰᱮᱣᱤᱰ ᱠᱞᱚᱠᱟᱹᱨ ᱮᱨᱮᱱᱥᱴᱟᱞ ᱛᱮ ᱩᱱᱠᱤᱱᱟᱜ ᱑᱐᱐᱐ ᱛᱟᱢ ᱴᱤᱠᱚᱴ ᱟᱹᱰᱤ ᱱᱟᱯᱟᱭ "ᱥᱣᱤᱰᱤᱥ ᱠᱤᱝᱜᱥ ᱛᱮ ᱜᱽᱨᱮᱴ ᱰᱤᱰᱥ" ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ, ᱚᱠᱟ ᱫᱚ ᱜᱤᱱᱤᱡ ᱵᱩᱠ ᱣᱟᱞᱰ ᱨᱮᱠᱚᱰ ᱨᱮ ᱥᱩᱪᱤ ᱞᱟᱜᱼᱟ ᱠᱚ᱾	उसका 1,000वीं टिकट था स्वीडिश राजा दाऊद के द्वारा महान "बहुत बड़े काम" जो सन्‌ 2000 में, डेविड क्लॉल्‌स पैंलर ऑफ वर्ल्ड रिकॉर्ड बुक में सूचीबद्ध किया गया है।
राज्य-रूप सुविधाओं के साथ, FTI मैं एक सृजनात्मक भावना प्रदान करता हूँ... / मैं ... रोमांचक फिल्म बनाने के लिए दिलचस्प शब्दों की एक नयी भाषा के साथ।	ᱟᱹᱰᱤ ᱱᱟᱦᱟᱜ ᱥᱩᱵᱤᱫᱟ ᱥᱟᱶᱛᱮ, ᱮᱯᱷᱴᱤᱟᱭᱟᱭ ᱨᱟᱠᱟᱵ ᱟᱠᱟᱱ ᱪᱚᱞᱚᱛᱪᱤᱛᱟᱹᱨ ᱵᱮᱱᱟᱣ ᱠᱚᱣᱟᱜ ᱠᱟᱹᱨᱤᱼᱦᱩᱱᱟᱹᱨ ᱥᱚᱫᱚᱨ ᱨᱮᱭᱟᱜ ᱢᱤᱫ ᱥᱤᱨᱡᱟᱹᱣ ᱟᱱᱟᱜ ᱯᱟᱹᱨᱥᱤᱛᱮ ᱩᱫᱜᱟᱹᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱥᱤᱨᱡᱚᱱ ᱟᱱᱟᱜ ᱞᱟᱭᱚᱝᱼᱮ ᱥᱟᱨᱵᱷᱟᱨᱟ ᱾
हर एक सदस्य द्वारा क्या ही उत्साहपूर्ण प्रदर्शन!	ᱥᱟᱱᱟᱢ ᱵᱷᱮᱜᱟᱨ ᱠᱟᱥᱴ ᱨᱟᱹᱥᱤᱭᱟᱹ ᱦᱚᱛᱮᱛᱮ ᱟᱹᱰᱤ ᱦᱟᱦᱟᱲᱟ ᱪᱮᱫ ᱯᱟᱨᱯᱷᱚᱨᱢᱮᱱᱥ !
ᱤᱱᱴᱚᱨᱱᱮᱴ ᱵᱟᱱᱟᱨ ᱫᱤᱥᱣᱟᱹᱠᱚ ᱟᱨ ᱯᱚᱨᱚᱢᱯᱚᱨᱟ ᱥᱚᱧᱪᱟᱨ ᱨᱮᱭᱟᱜ ᱛᱮᱛᱮᱫ ᱠᱚᱭ ᱡᱚᱲᱟᱣᱮᱫ ᱠᱟᱱᱟI	इंटरनॆट दोनों जन संचार के तत्वों को जोड़ता है ।
ᱤᱧᱫᱚ ᱵᱮᱝᱠ ᱠᱟᱹᱢᱤᱭᱟᱹ ᱠᱚ ᱦᱚᱛᱮᱛᱮᱧ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱮᱫᱟ ᱡᱟᱦᱟᱸᱭ ᱠᱚ ᱩᱠᱩ ᱮᱠᱟᱣᱩᱱᱴ ᱠᱷᱚᱱ ᱴᱟᱠᱟ ᱠᱚ ᱠᱳᱢᱵᱲᱳᱭᱟ ᱾	निष्क्रिय खातों से पैसे चुराने वाले बैंक कर्मचारियों से मुझे घिन आती है।
अभिनय के अलावा, बच्चन ने पार्श्व गायक, फिल्म निर्माता और टेलीविजन प्रस्तुतकर्ता के रूप में भी काम किया है।	ᱯᱟᱴᱷ ᱨᱮᱱᱟ ᱟᱲᱮᱯᱟᱥᱮ ᱩᱱᱤ ᱫᱚ ᱫᱟᱱᱟᱝ ᱥᱮᱨᱮᱧ ᱥᱤᱠᱟᱹᱨᱤᱟᱭᱟᱹ ᱟᱨ ᱧᱮᱱᱮᱞᱚᱢ ᱥᱟᱢᱟᱝ ᱥᱚᱫᱚᱨ ᱞᱮᱠᱟᱛᱮᱦᱚᱭ ᱠᱟᱢᱤ ᱟᱠᱟᱫᱟ ᱾
मैं उससे पूछना होगा अगर कोई अतिरिक्त टिकट उपलब्ध हैं या नहीं.	ᱵᱟᱹᱲᱛᱤ ᱴᱤᱠᱤᱴ ᱢᱮᱱᱟᱜᱼᱟ ᱥᱮ ᱵᱟᱝ ᱩᱱᱤᱧ ᱠᱩᱞᱤᱭᱮᱭᱟ ᱾
ᱡᱟᱦᱟᱸ ᱟᱜᱟᱢ ᱨᱮ ᱥᱚᱦᱚᱫᱤᱡ ᱦᱩᱭᱩᱜᱼᱟ ᱾	एक है जो भविष्य में मदद का होगा.
जब मैं ऐसे अमीर लोगों को देखता हूँ जो किसी भी तरह से गलत तरीकों से पैसा कमाते हैं, तो मुझे घृणा की भावना महसूस होती है।	ᱤᱧ ᱦᱤᱨᱠᱷᱟᱹᱧ ᱟᱹᱭᱠᱟᱹᱣᱼᱟ ᱡᱚᱠᱷᱚᱱ ᱤᱧ ᱠᱤᱥᱟᱹᱬ ᱦᱚᱲ ᱠᱚᱧ ᱧᱮᱞ ᱠᱚᱣᱟ ᱡᱟᱦᱟᱸᱭ ᱠᱚ ᱦᱩᱠ ᱥᱮ ᱠᱨᱩᱠ ᱛᱮ ᱠᱟᱹᱣᱰᱤ ᱠᱚ ᱟᱨᱡᱟᱣᱼᱟ ᱾
